0,-1 ,381.82 ,231.02 ,23.99 ,61.93 ,74.6 ,-1, -1, -1
0,-1 ,253.88 ,283.24 ,53.74 ,65.22 ,69.98 ,-1, -1, -1
0,-1 ,357.69 ,229.99 ,23.18 ,61.34 ,68.67 ,-1, -1, -1
0,-1 ,550.59 ,266.64 ,60.19 ,36.78 ,68.51 ,-1, -1, -1
0,-1 ,453.2 ,236.8 ,26.31 ,54.19 ,67.27 ,-1, -1, -1
0,-1 ,493.63 ,231.9 ,36.37 ,89.15 ,66.19 ,-1, -1, -1
0,-1 ,609.58 ,228.05 ,31.01 ,83.57 ,65.18 ,-1, -1, -1
0,-1 ,217.32 ,280.89 ,56.97 ,71.49 ,61.42 ,-1, -1, -1
0,-1 ,733.01 ,265.76 ,30.77 ,31.79 ,55.9 ,-1, -1, -1
0,-1 ,543.03 ,253.26 ,38.71 ,46.69 ,54.68 ,-1, -1, -1
0,-1 ,232.88 ,230.86 ,18.71 ,48.36 ,54.42 ,-1, -1, -1
0,-1 ,258.77 ,276.63 ,50.7 ,39.75 ,50.59 ,-1, -1, -1
0,-1 ,621.66 ,233.05 ,24.61 ,78.52 ,50.37 ,-1, -1, -1
1,-1 ,381.48 ,230.9 ,24.65 ,62.66 ,74.59 ,-1, -1, -1
1,-1 ,550.39 ,266.81 ,60.47 ,36.58 ,69.0 ,-1, -1, -1
1,-1 ,253.86 ,283.66 ,53.76 ,64.73 ,68.55 ,-1, -1, -1
1,-1 ,358.15 ,229.9 ,23.05 ,61.23 ,68.22 ,-1, -1, -1
1,-1 ,609.57 ,227.82 ,31.36 ,83.88 ,66.02 ,-1, -1, -1
1,-1 ,453.3 ,236.86 ,26.1 ,54.27 ,65.18 ,-1, -1, -1
1,-1 ,497.68 ,232.05 ,33.59 ,88.49 ,64.22 ,-1, -1, -1
1,-1 ,217.62 ,281.21 ,57.13 ,71.17 ,60.5 ,-1, -1, -1
1,-1 ,233.48 ,229.89 ,20.57 ,50.25 ,58.24 ,-1, -1, -1
1,-1 ,542.84 ,253.24 ,39.02 ,46.61 ,55.55 ,-1, -1, -1
1,-1 ,258.96 ,276.9 ,50.49 ,39.42 ,50.38 ,-1, -1, -1
2,-1 ,381.6 ,230.91 ,25.09 ,62.93 ,72.67 ,-1, -1, -1
2,-1 ,550.13 ,266.77 ,60.66 ,36.56 ,68.61 ,-1, -1, -1
2,-1 ,609.93 ,226.32 ,32.33 ,85.05 ,68.52 ,-1, -1, -1
2,-1 ,254.05 ,283.84 ,53.6 ,64.38 ,68.24 ,-1, -1, -1
2,-1 ,357.3 ,230.58 ,23.6 ,60.01 ,65.77 ,-1, -1, -1
2,-1 ,500.38 ,231.48 ,30.88 ,90.53 ,65.63 ,-1, -1, -1
2,-1 ,453.36 ,237.23 ,25.89 ,53.97 ,65.27 ,-1, -1, -1
2,-1 ,217.51 ,281.05 ,56.89 ,71.16 ,59.87 ,-1, -1, -1
2,-1 ,234.18 ,232.11 ,17.35 ,47.88 ,57.19 ,-1, -1, -1
2,-1 ,542.96 ,253.2 ,38.71 ,46.79 ,53.87 ,-1, -1, -1
2,-1 ,259.04 ,277.09 ,50.46 ,39.23 ,50.43 ,-1, -1, -1
3,-1 ,383.88 ,230.12 ,24.0 ,62.82 ,72.78 ,-1, -1, -1
3,-1 ,550.4 ,266.83 ,60.68 ,36.56 ,68.88 ,-1, -1, -1
3,-1 ,250.97 ,282.95 ,55.38 ,66.27 ,66.52 ,-1, -1, -1
3,-1 ,357.84 ,230.71 ,23.79 ,60.87 ,66.37 ,-1, -1, -1
3,-1 ,609.72 ,226.35 ,31.57 ,85.01 ,65.97 ,-1, -1, -1
3,-1 ,504.96 ,231.56 ,26.91 ,90.21 ,65.03 ,-1, -1, -1
3,-1 ,453.76 ,238.0 ,25.47 ,53.04 ,64.31 ,-1, -1, -1
3,-1 ,217.83 ,280.91 ,57.61 ,71.23 ,59.28 ,-1, -1, -1
3,-1 ,234.26 ,231.65 ,18.05 ,48.77 ,59.22 ,-1, -1, -1
3,-1 ,542.19 ,253.22 ,40.37 ,46.94 ,53.19 ,-1, -1, -1
3,-1 ,255.8 ,277.28 ,53.68 ,45.94 ,52.04 ,-1, -1, -1
3,-1 ,621.85 ,232.0 ,25.14 ,79.5 ,51.56 ,-1, -1, -1
4,-1 ,384.47 ,230.73 ,24.41 ,62.44 ,73.19 ,-1, -1, -1
4,-1 ,250.57 ,280.68 ,56.51 ,68.4 ,67.56 ,-1, -1, -1
4,-1 ,608.38 ,226.25 ,30.72 ,85.52 ,66.94 ,-1, -1, -1
4,-1 ,506.58 ,230.05 ,27.61 ,92.49 ,66.82 ,-1, -1, -1
4,-1 ,551.73 ,266.65 ,59.17 ,36.76 ,66.33 ,-1, -1, -1
4,-1 ,358.36 ,231.35 ,23.7 ,60.12 ,63.08 ,-1, -1, -1
4,-1 ,218.32 ,280.9 ,60.0 ,72.11 ,57.86 ,-1, -1, -1
4,-1 ,454.29 ,239.17 ,24.8 ,52.06 ,55.41 ,-1, -1, -1
4,-1 ,234.47 ,232.98 ,17.24 ,47.41 ,53.1 ,-1, -1, -1
4,-1 ,541.8 ,252.86 ,39.14 ,47.83 ,52.16 ,-1, -1, -1
4,-1 ,259.09 ,275.75 ,50.2 ,40.2 ,50.44 ,-1, -1, -1
5,-1 ,385.09 ,231.56 ,24.39 ,61.51 ,71.51 ,-1, -1, -1
5,-1 ,608.76 ,226.67 ,30.49 ,85.1 ,67.68 ,-1, -1, -1
5,-1 ,551.08 ,267.34 ,60.02 ,36.23 ,66.27 ,-1, -1, -1
5,-1 ,511.36 ,243.73 ,46.02 ,80.19 ,65.64 ,-1, -1, -1
5,-1 ,231.85 ,279.8 ,65.96 ,72.51 ,61.76 ,-1, -1, -1
5,-1 ,235.47 ,231.8 ,18.85 ,50.67 ,58.86 ,-1, -1, -1
5,-1 ,360.58 ,235.69 ,21.64 ,58.25 ,57.98 ,-1, -1, -1
5,-1 ,454.22 ,239.24 ,24.31 ,52.1 ,54.65 ,-1, -1, -1
5,-1 ,250.31 ,275.27 ,57.13 ,50.42 ,53.87 ,-1, -1, -1
5,-1 ,874.42 ,261.86 ,78.97 ,76.99 ,53.43 ,-1, -1, -1
5,-1 ,542.37 ,252.92 ,40.24 ,48.08 ,52.43 ,-1, -1, -1
6,-1 ,735.14 ,258.43 ,68.26 ,41.44 ,71.17 ,-1, -1, -1
6,-1 ,385.2 ,231.46 ,25.26 ,61.33 ,70.43 ,-1, -1, -1
6,-1 ,510.59 ,236.39 ,29.63 ,87.63 ,68.78 ,-1, -1, -1
6,-1 ,237.18 ,231.76 ,18.89 ,52.73 ,66.02 ,-1, -1, -1
6,-1 ,550.56 ,267.06 ,60.45 ,36.46 ,65.46 ,-1, -1, -1
6,-1 ,608.94 ,227.09 ,29.93 ,84.69 ,64.36 ,-1, -1, -1
6,-1 ,232.24 ,280.74 ,65.7 ,71.51 ,62.2 ,-1, -1, -1
6,-1 ,873.89 ,261.84 ,79.17 ,77.59 ,56.81 ,-1, -1, -1
6,-1 ,251.05 ,275.99 ,56.05 ,49.48 ,54.75 ,-1, -1, -1
6,-1 ,361.23 ,235.18 ,20.43 ,58.83 ,53.09 ,-1, -1, -1
6,-1 ,454.1 ,239.71 ,24.38 ,51.62 ,52.46 ,-1, -1, -1
6,-1 ,542.4 ,253.12 ,39.05 ,47.59 ,51.9 ,-1, -1, -1
6,-1 ,432.66 ,246.36 ,20.45 ,40.75 ,50.58 ,-1, -1, -1
7,-1 ,386.36 ,230.46 ,24.78 ,62.87 ,71.77 ,-1, -1, -1
7,-1 ,235.6 ,229.79 ,21.42 ,56.63 ,69.07 ,-1, -1, -1
7,-1 ,510.74 ,234.35 ,29.38 ,89.28 ,67.88 ,-1, -1, -1
7,-1 ,608.64 ,227.07 ,29.94 ,84.77 ,64.91 ,-1, -1, -1
7,-1 ,550.36 ,266.95 ,61.53 ,36.9 ,64.83 ,-1, -1, -1
7,-1 ,229.7 ,280.16 ,67.74 ,72.2 ,61.79 ,-1, -1, -1
7,-1 ,255.24 ,283.51 ,52.81 ,63.34 ,56.26 ,-1, -1, -1
7,-1 ,873.37 ,261.76 ,79.81 ,78.06 ,54.12 ,-1, -1, -1
7,-1 ,454.49 ,240.27 ,24.21 ,51.38 ,53.59 ,-1, -1, -1
7,-1 ,362.57 ,234.51 ,19.96 ,59.35 ,50.66 ,-1, -1, -1
7,-1 ,541.94 ,253.07 ,38.38 ,47.37 ,50.65 ,-1, -1, -1
8,-1 ,512.48 ,235.15 ,34.59 ,90.51 ,77.95 ,-1, -1, -1
8,-1 ,386.06 ,230.54 ,25.11 ,62.97 ,76.46 ,-1, -1, -1
8,-1 ,740.69 ,257.47 ,62.34 ,41.71 ,73.62 ,-1, -1, -1
8,-1 ,256.54 ,285.04 ,51.48 ,64.0 ,71.32 ,-1, -1, -1
8,-1 ,556.14 ,267.35 ,54.16 ,35.19 ,68.22 ,-1, -1, -1
8,-1 ,609.43 ,226.08 ,33.12 ,86.14 ,67.44 ,-1, -1, -1
8,-1 ,238.55 ,284.45 ,54.03 ,67.72 ,65.92 ,-1, -1, -1
8,-1 ,219.89 ,285.81 ,52.01 ,68.14 ,64.37 ,-1, -1, -1
8,-1 ,236.7 ,231.0 ,19.15 ,54.85 ,63.92 ,-1, -1, -1
8,-1 ,363.51 ,233.69 ,20.85 ,60.24 ,56.05 ,-1, -1, -1
8,-1 ,433.58 ,245.91 ,19.31 ,40.84 ,52.45 ,-1, -1, -1
8,-1 ,452.69 ,245.16 ,21.9 ,46.61 ,50.21 ,-1, -1, -1
9,-1 ,513.34 ,236.35 ,36.69 ,89.42 ,79.43 ,-1, -1, -1
9,-1 ,386.44 ,230.31 ,24.78 ,63.47 ,74.25 ,-1, -1, -1
9,-1 ,256.82 ,285.39 ,51.32 ,63.68 ,71.36 ,-1, -1, -1
9,-1 ,556.93 ,267.32 ,53.33 ,35.14 ,68.71 ,-1, -1, -1
9,-1 ,609.43 ,226.08 ,33.12 ,86.18 ,67.33 ,-1, -1, -1
9,-1 ,238.08 ,284.58 ,53.8 ,67.6 ,65.41 ,-1, -1, -1
9,-1 ,219.72 ,285.79 ,52.52 ,68.17 ,64.66 ,-1, -1, -1
